,Title,Text,Summary,URL
795,Gentleman thief - Wikipedia,"A gentleman thief, gentleman burglar, lady thief, or phantom thief is a stock character in fiction. A gentleman or lady thief is characterised by impeccable manners, charm, courteousness, and the avoidance of physical force or intimidation to steal, and often has inherited wealth. They steal not only to gain material wealth but also for the thrill of the act itself, which is often combined in fiction with correcting a moral wrong, selecting wealthy targets, or stealing only particularly rare or challenging objects.
","A gentleman thief, gentleman burglar, lady thief, or phantom thief is a stock character in fiction. A gentleman or lady thief is characterised by impeccable manners, charm, courteousness, and the avoidance of physical force or intimidation to steal, and often has inherited wealth. They steal not only to gain material wealth but also for the thrill of the act itself, which is often combined in fiction with correcting a moral wrong, selecting wealthy targets, or stealing only particularly rare or challenging objects.
",https://en.wikipedia.org/wiki/Gentleman_thief
796,Gokudō - Wikipedia,"Takashi Miike is one director who rose through the world of Gokudō to become an internationally known sensation.
","Takashi Miike is one director who rose through the world of Gokudō to become an internationally known sensation.
",https://en.wikipedia.org/wiki/Gokud%C5%8D
797,Gong'an fiction - Wikipedia,"There are no surviving works of Song gong'an, a genre of Song dynasty (10th–13th centuries AD) puppetry and oral performances. Judge Bao stories based on the career of Bao Zheng, a common protagonist of gong'an fiction, first appeared during the Yuan dynasty (13th–14th centuries).[1] Bao was a historical figure who worked for Emperor Renzong of Song as a magistrate. Accounts of his life were recorded in historical documents that later inspired the mythological Judge Bao of gong'an fiction.[2]
","There are no surviving works of Song gong'an, a genre of Song dynasty (10th–13th centuries AD) puppetry and oral performances. Judge Bao stories based on the career of Bao Zheng, a common protagonist of gong'an fiction, first appeared during the Yuan dynasty (13th–14th centuries).[1] Bao was a historical figure who worked for Emperor Renzong of Song as a magistrate. Accounts of his life were recorded in historical documents that later inspired the mythological Judge Bao of gong'an fiction.[2]
",https://en.wikipedia.org/wiki/Gong%27an_fiction
798,Heist film - Wikipedia,"The heist film or caper film is a subgenre of crime film focused on the planning, execution, and aftermath of a significant robbery.
","The heist film or caper film is a subgenre of crime film focused on the planning, execution, and aftermath of a significant robbery.
",https://en.wikipedia.org/wiki/Heist_film
799,Hood film - Wikipedia,"Hood film is a 1990s film genre originating in the United States, which features aspects of urban African American or Hispanic American culture. John Singleton, Mario Van Peebles, F. Gary Gray, Hughes Brothers, and Spike Lee are all directors who have created work typically classified as part of this genre.[1] The genre has been identified as a sub-genre of the gangster film genre.[2]
","Hood film is a 1990s film genre originating in the United States, which features aspects of urban African American or Hispanic American culture. John Singleton, Mario Van Peebles, F. Gary Gray, Hughes Brothers, and Spike Lee are all directors who have created work typically classified as part of this genre.[1] The genre has been identified as a sub-genre of the gangster film genre.[2]
",https://en.wikipedia.org/wiki/Hood_film
800,Mafia film - Wikipedia,"The American movie The Black Hand (1906) is thought to be the earliest surviving gangster film.[1] In 1912, D. W. Griffith directed The Musketeers of Pig Alley, a short drama film about crime on the streets of New York City (filmed, however, at Fort Lee, New Jersey) rumored to have included real gangsters as extras. Critics have also cited Regeneration (1915) as an early crime film.
","The American movie The Black Hand (1906) is thought to be the earliest surviving gangster film.[1] In 1912, D. W. Griffith directed The Musketeers of Pig Alley, a short drama film about crime on the streets of New York City (filmed, however, at Fort Lee, New Jersey) rumored to have included real gangsters as extras. Critics have also cited Regeneration (1915) as an early crime film.
",https://en.wikipedia.org/wiki/Mafia_film
801,Mafia comedy film - Wikipedia,"Mafia comedies revolve around organized crime, often specifically the Italian-American Mafia but also other mafias or mafia-like crime groups, and a comedic plot line, usually involving a chase or a complicated situation involving gangsters or organized crime. Much of the humor in such films is based upon the portrayal of gangsters as ordinary people. The perceived view of gangsters is that they are tough, serious, mysterious, and often quite evil characters; so when a film portrays a side of normality to a gangster character, it can have a humorous effect. Crime/gangster films typically involve many comedic moments, especially during witty conversations between gang members.  This can be seen in such films as Goodfellas, Casino, Lock, Stock and Two Smoking Barrels, Pulp Fiction, and Snatch.
","Mafia comedies revolve around organized crime, often specifically the Italian-American Mafia but also other mafias or mafia-like crime groups, and a comedic plot line, usually involving a chase or a complicated situation involving gangsters or organized crime. Much of the humor in such films is based upon the portrayal of gangsters as ordinary people. The perceived view of gangsters is that they are tough, serious, mysterious, and often quite evil characters; so when a film portrays a side of normality to a gangster character, it can have a humorous effect. Crime/gangster films typically involve many comedic moments, especially during witty conversations between gang members.  This can be seen in such films as Goodfellas, Casino, Lock, Stock and Two Smoking Barrels, Pulp Fiction, and Snatch.
",https://en.wikipedia.org/wiki/Mafia_comedy
802,Organised crime in India - Wikipedia,"Organised crime in India refers to organised crime elements originating in India and active in many parts of the world. The purpose of organised crime in India, as elsewhere in the world, is monetary gain. Its virulent form in modern times is due to several socio-economic and political factors and advances in science and technology. There is no firm data to indicate the number of organised criminal gangs operating in the country, their membership, their modus operandi and the areas of their operations. Their structure and leadership patterns may not strictly fall in line with the classical Italian mafia.
","Organised crime in India refers to organised crime elements originating in India and active in many parts of the world. The purpose of organised crime in India, as elsewhere in the world, is monetary gain. Its virulent form in modern times is due to several socio-economic and political factors and advances in science and technology. There is no firm data to indicate the number of organised criminal gangs operating in the country, their membership, their modus operandi and the areas of their operations. Their structure and leadership patterns may not strictly fall in line with the classical Italian mafia.
",https://en.wikipedia.org/wiki/Mumbai_underworld_film
803,Poliziotteschi - Wikipedia,"In Italian, poliziesco is the grammatically correct Italian adjective (resulting from the fusion of the noun polizia ""police"" and the desinence -esco ""related to"", akin to the English ""-esque"") for police-related dramas, ranging from Ed McBain's police procedural novels to forensic science investigations. Poliziesco is used generally to indicate every detective fiction production where police forces (Italian or foreign) are the main protagonists.
","In Italian, poliziesco is the grammatically correct Italian adjective (resulting from the fusion of the noun polizia ""police"" and the desinence -esco ""related to"", akin to the English ""-esque"") for police-related dramas, ranging from Ed McBain's police procedural novels to forensic science investigations. Poliziesco is used generally to indicate every detective fiction production where police forces (Italian or foreign) are the main protagonists.
",https://en.wikipedia.org/wiki/Poliziotteschi
804,Yakuza film - Wikipedia,"Yakuza film (Japanese: ヤクザ映画, Hepburn: Yakuza eiga) is a popular film genre in Japanese cinema which focuses on the lives and dealings of yakuza, Japanese organized crime syndicates. In the silent film era, depictions of bakuto (precursors to modern yakuza) as sympathetic Robin Hood-like characters were common.
","Yakuza film (Japanese: ヤクザ映画, Hepburn: Yakuza eiga) is a popular film genre in Japanese cinema which focuses on the lives and dealings of yakuza, Japanese organized crime syndicates. In the silent film era, depictions of bakuto (precursors to modern yakuza) as sympathetic Robin Hood-like characters were common.
",https://en.wikipedia.org/wiki/Yakuza_film
805,Dance in film - Wikipedia,"This article is not about Dance film or Dance for camera which are separate genres. It is also not about Musical films, although they often contain a significant amount of dancing. However, they are a specific form of art in itself, therefore their listings generally pertain to the articles specifically related to the topic of musicals. This by no means prevents musicals from being included here, but they are required to meet the outlined criteria. Fred Astaire's and Gene Kelly's filmographies may significantly contribute to these lists.
","This article is not about Dance film or Dance for camera which are separate genres. It is also not about Musical films, although they often contain a significant amount of dancing. However, they are a specific form of art in itself, therefore their listings generally pertain to the articles specifically related to the topic of musicals. This by no means prevents musicals from being included here, but they are required to meet the outlined criteria. Fred Astaire's and Gene Kelly's filmographies may significantly contribute to these lists.
",https://en.wikipedia.org/wiki/Dance_in_film
806,List of drug films - Wikipedia,"Drug films are films that depict either illicit drug distribution or drug use, whether as a major theme, such as by centering the film around drug subculture or by depicting it in a few memorable scenes. Drug cinema ranges from gritty social realism depictions to the utterly surreal depictions in art film and experimental film.
","Drug films are films that depict either illicit drug distribution or drug use, whether as a major theme, such as by centering the film around drug subculture or by depicting it in a few memorable scenes. Drug cinema ranges from gritty social realism depictions to the utterly surreal depictions in art film and experimental film.
",https://en.wikipedia.org/wiki/List_of_drug_films
807,Psychedelic film - Wikipedia,"Psychedelic film is a film genre characterized by the influence of psychedelia and the experiences of psychedelic drugs. Psychedelic films typically contain visual distortion and experimental narratives, often emphasizing psychedelic imagery. They might reference drugs directly, or merely present a distorted reality resembling the effects of psychedelic drugs. Their experimental narratives often purposefully try to distort the viewers' understanding of reality or normality.[1][2]
","Psychedelic film is a film genre characterized by the influence of psychedelia and the experiences of psychedelic drugs. Psychedelic films typically contain visual distortion and experimental narratives, often emphasizing psychedelic imagery. They might reference drugs directly, or merely present a distorted reality resembling the effects of psychedelic drugs. Their experimental narratives often purposefully try to distort the viewers' understanding of reality or normality.[1][2]
",https://en.wikipedia.org/wiki/Psychedelic_film
808,Stoner film - Wikipedia,"Stoner film is a subgenre of comedy film that revolves around the recreational use of cannabis.[1] Generally, cannabis use is one of the main themes and inspires much of the plot. They are often representative of cannabis culture.
","Stoner film is a subgenre of comedy film that revolves around the recreational use of cannabis.[1] Generally, cannabis use is one of the main themes and inspires much of the plot. They are often representative of cannabis culture.
",https://en.wikipedia.org/wiki/Stoner_film
809,Ecchi - Wikipedia,"The word ecchi has been adopted by western fans of Japanese media to describe works with sexual overtones. In western culture, it has come to be used to refer to softcore or playful sexuality, as distinct from the word hentai, which connotes perversion or fetishism.[2] Works described as ecchi by the western fans do not show sexual intercourse or genitalia, but sexual themes are referenced. Ecchi themes are a type of fan service, and can be found in most comedy shōnen and seinen manga and harem anime.[3][4]
","The word ecchi has been adopted by western fans of Japanese media to describe works with sexual overtones. In western culture, it has come to be used to refer to softcore or playful sexuality, as distinct from the word hentai, which connotes perversion or fetishism.[2] Works described as ecchi by the western fans do not show sexual intercourse or genitalia, but sexual themes are referenced. Ecchi themes are a type of fan service, and can be found in most comedy shōnen and seinen manga and harem anime.[3][4]
",https://en.wikipedia.org/wiki/Ecchi
810,Economics film - Wikipedia,"Common subject matter involving economic films are diverse. The genre often explores the essential themes related to economics such as money, wealth, materialism, greed, profiteering, power, corporatism, economic inequality, corporate criticism, anti-corporate activism, corporate corruption, and dishonesty. Though economic films are socially conscious and focussed on many aspects related to the business world, many other films are focussed on extreme wealth, lavishness, self-indulgence, materialism, and luxury. Politics and the political spectrum is a major component of all economics films.
","Common subject matter involving economic films are diverse. The genre often explores the essential themes related to economics such as money, wealth, materialism, greed, profiteering, power, corporatism, economic inequality, corporate criticism, anti-corporate activism, corporate corruption, and dishonesty. Though economic films are socially conscious and focussed on many aspects related to the business world, many other films are focussed on extreme wealth, lavishness, self-indulgence, materialism, and luxury. Politics and the political spectrum is a major component of all economics films.
",https://en.wikipedia.org/wiki/Economics_film
811,Ethnographic film - Wikipedia,"Anthropologist and ethnographic filmmaker David MacDougall wrote in a 1978 paper: ""Ethnographic films cannot be said to constitute a genre, nor is ethnographic film-making a discipline with unified origins and an established methodology. Since the first conference on ethnographic film was held at the Musée de l'Homme 30 years ago, the term has served a largely emblematic function, giving a semblance of unity to extremely diverse efforts in the cinema and social sciences.""[2]
","Anthropologist and ethnographic filmmaker David MacDougall wrote in a 1978 paper: ""Ethnographic films cannot be said to constitute a genre, nor is ethnographic film-making a discipline with unified origins and an established methodology. Since the first conference on ethnographic film was held at the Musée de l'Homme 30 years ago, the term has served a largely emblematic function, giving a semblance of unity to extremely diverse efforts in the cinema and social sciences.""[2]
",https://en.wikipedia.org/wiki/Ethnographic_film
812,Blaxploitation - Wikipedia,"Blaxploitation is an ethnic subgenre of the exploitation film that emerged in the United States during the early 1970s. The term, a portmanteau of the words ""black"" and ""exploitation"", was coined in August 1972 by Junius Griffin, the president of the Beverly Hills-Hollywood NAACP branch. He claimed the genre was ""proliferating offenses"" to the black community in its perpetuation of stereotypical characters often involved in crime.[1] The genre does rank among the first after the race films in the 1940s and 1960s in which black characters and communities are the protagonists and subjects of film and television, rather than sidekicks, antagonists or victims of brutality.[2] The genre's inception coincides with the rethinking of race relations in the 1970s.
","Blaxploitation is an ethnic subgenre of the exploitation film that emerged in the United States during the early 1970s. The term, a portmanteau of the words ""black"" and ""exploitation"", was coined in August 1972 by Junius Griffin, the president of the Beverly Hills-Hollywood NAACP branch. He claimed the genre was ""proliferating offenses"" to the black community in its perpetuation of stereotypical characters often involved in crime.[1] The genre does rank among the first after the race films in the 1940s and 1960s in which black characters and communities are the protagonists and subjects of film and television, rather than sidekicks, antagonists or victims of brutality.[2] The genre's inception coincides with the rethinking of race relations in the 1970s.
",https://en.wikipedia.org/wiki/Blaxploitation
813,Mexploitation - Wikipedia,"The Mexican narco-cine (Spanish for narco-cinema)[3] or narco-películas (Spanish for narco-films/narco-movies),[4] are a subgenre of the Mexploitation style films,[5] focused solely on the violence and luxurious lives of drug lords and cartels.[6] The title and the storyline of these films are usually inspired by popular narco corridos (drug ballads, drug songs),[7] and are marketed as low budget[8] tie-in merchandising to the narcocorrido songs.[9] Sometimes these films feature famous narco-corrido singers on them,[10] and are rumored to be financed by drug lords themselves. However, only a few such cases have been proven.[11]
","The Mexican narco-cine (Spanish for narco-cinema)[3] or narco-películas (Spanish for narco-films/narco-movies),[4] are a subgenre of the Mexploitation style films,[5] focused solely on the violence and luxurious lives of drug lords and cartels.[6] The title and the storyline of these films are usually inspired by popular narco corridos (drug ballads, drug songs),[7] and are marketed as low budget[8] tie-in merchandising to the narcocorrido songs.[9] Sometimes these films feature famous narco-corrido singers on them,[10] and are rumored to be financed by drug lords themselves. However, only a few such cases have been proven.[11]
",https://en.wikipedia.org/wiki/Mexploitation
814,Turksploitation - Wikipedia,"Der Spiegel labeled these films the ""most sympathetic and anarchical subgenre of exploitation film"". Filmed on a shoestring budget with often comically simple special effects and no regard for copyright, Turksploitation films substituted exuberant inventiveness and zany plots for technical and acting skill, although noted Turkish actors did feature in some of these productions.[1]
","Der Spiegel labeled these films the ""most sympathetic and anarchical subgenre of exploitation film"". Filmed on a shoestring budget with often comically simple special effects and no regard for copyright, Turksploitation films substituted exuberant inventiveness and zany plots for technical and acting skill, although noted Turkish actors did feature in some of these productions.[1]
",https://en.wikipedia.org/wiki/Turksploitation
815,List of films featuring extraterrestrials - Wikipedia,"Hidden 2015
","Hidden 2015
",https://en.wikipedia.org/wiki/List_of_films_featuring_extraterrestrials
816,Gendai-geki - Wikipedia,"
","
",https://en.wikipedia.org/wiki/Gendai-geki
817,Goona-goona epic - Wikipedia,"In Hollywood trade magazines ""goona-goona"" was a descriptive word for films or photos showing women of color with bare breasts,[1] usually in a supposed spirit of ethnographic interest like National Geographic.
","In Hollywood trade magazines ""goona-goona"" was a descriptive word for films or photos showing women of color with bare breasts,[1] usually in a supposed spirit of ethnographic interest like National Geographic.
",https://en.wikipedia.org/wiki/Goona-goona_epic
818,Girls with guns - Wikipedia,"The 1985 Hong Kong film Yes, Madam, directed by Corey Yuen and starring Michelle Yeoh and Cynthia Rothrock, was described by Lisa Funnel as the first ""girls with guns"" film.[2] Other films of the subgenre were produced until 1994, featuring the likes of Yukari Oshima, Moon Lee, and Cynthia Khan. In the early 2000s, films part of what has been called a ""girls with guns revival"" cycle were produced. They included Martial Angels (2001), The Wesley's Mysterious File (2002) and So Close (2002).[3]
","The 1985 Hong Kong film Yes, Madam, directed by Corey Yuen and starring Michelle Yeoh and Cynthia Rothrock, was described by Lisa Funnel as the first ""girls with guns"" film.[2] Other films of the subgenre were produced until 1994, featuring the likes of Yukari Oshima, Moon Lee, and Cynthia Khan. In the early 2000s, films part of what has been called a ""girls with guns revival"" cycle were produced. They included Martial Angels (2001), The Wesley's Mysterious File (2002) and So Close (2002).[3]
",https://en.wikipedia.org/wiki/Girls_with_guns
819,Harem (genre) - Wikipedia,"A harem structure is ambiguous. The most distinguishable trait is the group of polyamorous females or males who accompany the protagonist and, in some instances, live with the protagonist. Intimacy is customary but never necessary. 
","A harem structure is ambiguous. The most distinguishable trait is the group of polyamorous females or males who accompany the protagonist and, in some instances, live with the protagonist. Intimacy is customary but never necessary. 
",https://en.wikipedia.org/wiki/Harem_(genre)
820,Hentai - Wikipedia,"Hentai is anime and manga pornography. A loanword from Japanese, the original term (変態 (listen)) does not describe a genre of media, but rather an abnormal sexual desire or act, as an abbreviation of hentai seiyoku (変態性欲, ""sexual perversion""). In addition to anime and manga, hentai works exist in a variety of media, including artwork and video games (commonly known as eroge).
","Hentai is anime and manga pornography. A loanword from Japanese, the original term (変態 (listen)) does not describe a genre of media, but rather an abnormal sexual desire or act, as an abbreviation of hentai seiyoku (変態性欲, ""sexual perversion""). In addition to anime and manga, hentai works exist in a variety of media, including artwork and video games (commonly known as eroge).
",https://en.wikipedia.org/wiki/Hentai
821,Lolicon - Wikipedia,"In Japanese popular culture, lolicon (ロリコン, also romanized as rorikon or lolicom) is a genre of fictional media in which young (or young-looking) girl characters appear in romantic or sexual contexts. The term, a portmanteau of the English phrase ""Lolita complex"", also refers to desire and affection for such characters (ロリ, ""loli""), and fans of such characters and works. Associated with unrealistic and stylized imagery within manga, anime, and video games, lolicon in otaku (manga/anime fan) culture is understood as distinct from desires for realistic depictions of girls, or real girls as such,[1][2][3] and is associated with the concept of moe, or feelings of affection and love for fictional characters as such (often cute characters in manga and anime).
","In Japanese popular culture, lolicon (ロリコン, also romanized as rorikon or lolicom) is a genre of fictional media in which young (or young-looking) girl characters appear in romantic or sexual contexts. The term, a portmanteau of the English phrase ""Lolita complex"", also refers to desire and affection for such characters (ロリ, ""loli""), and fans of such characters and works. Associated with unrealistic and stylized imagery within manga, anime, and video games, lolicon in otaku (manga/anime fan) culture is understood as distinct from desires for realistic depictions of girls, or real girls as such,[1][2][3] and is associated with the concept of moe, or feelings of affection and love for fictional characters as such (often cute characters in manga and anime).
",https://en.wikipedia.org/wiki/Lolicon
822,Shotacon - Wikipedia,"In some stories, the young male character is paired with a male, usually in a homoerotic manner, which is most common in yaoi/Boys' Love (BL) works meant for female readers, but some of these works are male-oriented, such as Boku no Pico. In others, he is paired with a female, which the general community would call ""straight shota."" In some works, the shota character is paired with an older girl or woman, which is known as oneshota (おねショタ), a blend of onē-san (お姉さん, older sister) and shota.[1] A cutoff of ""about 15"" has been suggested as the dividing line between shotacon and BL.[citation needed] It can also apply to post-pubescent (adolescent or adult) characters with neotenic features that would make them appear to be younger than they are.[2] The phrase is a reference to the young male character Shōtarō (正太郎) from Tetsujin 28-go[3] (reworked in English as Gigantor). The equivalent term for attraction to (or art pertaining to erotic portrayal of) young girls is lolicon.
","In some stories, the young male character is paired with a male, usually in a homoerotic manner, which is most common in yaoi/Boys' Love (BL) works meant for female readers, but some of these works are male-oriented, such as Boku no Pico. In others, he is paired with a female, which the general community would call ""straight shota."" In some works, the shota character is paired with an older girl or woman, which is known as oneshota (おねショタ), a blend of onē-san (お姉さん, older sister) and shota.[1] A cutoff of ""about 15"" has been suggested as the dividing line between shotacon and BL.[citation needed] It can also apply to post-pubescent (adolescent or adult) characters with neotenic features that would make them appear to be younger than they are.[2] The phrase is a reference to the young male character Shōtarō (正太郎) from Tetsujin 28-go[3] (reworked in English as Gigantor). The equivalent term for attraction to (or art pertaining to erotic portrayal of) young girls is lolicon.
",https://en.wikipedia.org/wiki/Shotacon
823,Tentacle erotica - Wikipedia,"The genre is popular in Japan to the point of it reaching the status of parody. In the 21st century, Japanese films of this genre have become recognised in the United States and Europe, although it remains a small, fetish-oriented part of the adult film industry. While most tentacle erotica is animated, there are also a few live-action films that depict it. 
","The genre is popular in Japan to the point of it reaching the status of parody. In the 21st century, Japanese films of this genre have become recognised in the United States and Europe, although it remains a small, fetish-oriented part of the adult film industry. While most tentacle erotica is animated, there are also a few live-action films that depict it. 
",https://en.wikipedia.org/wiki/Tentacle_erotica
824,Heimatfilm - Wikipedia,"The genre came to life after the devastation of Germany in World War II, and remained popular from the late 40s to the early 60s. The films suggested a whole, romantic world untouched by war and the hazards of real life. The Berlin-based studio Berolina Film was the driving force behind the development of Heimatfilme.[1]
","The genre came to life after the devastation of Germany in World War II, and remained popular from the late 40s to the early 60s. The films suggested a whole, romantic world untouched by war and the hazards of real life. The Berlin-based studio Berolina Film was the driving force behind the development of Heimatfilme.[1]
",https://en.wikipedia.org/wiki/Heimatfilm
825,Isekai - Wikipedia,"Isekai (Japanese: 異世界, transl. ""different world"" or ""otherworld"") is a Japanese genre of speculative fiction—both portal fantasy and science fiction are included. It includes novels, light novels, films, manga, anime and video games that revolve around a person or people who are transported to and have to survive in another world, such as a fantasy world, virtual world, or parallel universe. Isekai is one of the most popular genres of anime, and Isekai stories share many common tropes – for example, a powerful protagonist who is able to beat most people in the other world by fighting. This plot device typically allows the audience to learn about the new world at the same pace as the protagonist over the course of their quest or lifetime.[1] If the main characters are transported to a game-like world, the genre can overlap with LitRPG.
","Isekai (Japanese: 異世界, transl. ""different world"" or ""otherworld"") is a Japanese genre of speculative fiction—both portal fantasy and science fiction are included. It includes novels, light novels, films, manga, anime and video games that revolve around a person or people who are transported to and have to survive in another world, such as a fantasy world, virtual world, or parallel universe. Isekai is one of the most popular genres of anime, and Isekai stories share many common tropes – for example, a powerful protagonist who is able to beat most people in the other world by fighting. This plot device typically allows the audience to learn about the new world at the same pace as the protagonist over the course of their quest or lifetime.[1] If the main characters are transported to a game-like world, the genre can overlap with LitRPG.
",https://en.wikipedia.org/wiki/Isekai
826,Jidaigeki - Wikipedia,"Many jidaigeki take place in Edo, the military capital. Others show the adventures of people wandering from place to place. The long-running television series Zenigata Heiji and Abarenbō Shōgun typify the Edo jidaigeki. Mito Kōmon, the fictitious story of the travels of the historical daimyō Tokugawa Mitsukuni, and the Zatoichi movies and television series, exemplify the traveling style.
","Many jidaigeki take place in Edo, the military capital. Others show the adventures of people wandering from place to place. The long-running television series Zenigata Heiji and Abarenbō Shōgun typify the Edo jidaigeki. Mito Kōmon, the fictitious story of the travels of the historical daimyō Tokugawa Mitsukuni, and the Zatoichi movies and television series, exemplify the traveling style.
",https://en.wikipedia.org/wiki/Jidaigeki
827,Samurai cinema - Wikipedia,"Chanbara also refers to a martial arts sport similar to Fencing.[2]
","Chanbara also refers to a martial arts sport similar to Fencing.[2]
",https://en.wikipedia.org/wiki/Samurai_cinema
828,List of LGBT-related films - Wikipedia,"This article lists lesbian, gay, bisexual, and transgender-related films  involving participation and/or representation of LGBT. The list includes films that deal with or feature significant LGBT issues or characters. These films may involve LGBT cast and/or crew, an LGBT producer/director, a LGBT story, or a focus on LGBT target audiences. The English film title, original title, country of origin and production year are listed. Order is alphabetical by title. Made-for-television films and animated films are listed separately. There are also lists of films by year, by storyline, and those directed by women.
","This article lists lesbian, gay, bisexual, and transgender-related films  involving participation and/or representation of LGBT. The list includes films that deal with or feature significant LGBT issues or characters. These films may involve LGBT cast and/or crew, an LGBT producer/director, a LGBT story, or a focus on LGBT target audiences. The English film title, original title, country of origin and production year are listed. Order is alphabetical by title. Made-for-television films and animated films are listed separately. There are also lists of films by year, by storyline, and those directed by women.
",https://en.wikipedia.org/wiki/List_of_LGBT-related_films
829,Yaoi - Wikipedia,"Yaoi (/ˈjaʊi/; Japanese: やおい [ja.o.i]), also known by the wasei-eigo construction boys' love (ボーイズ ラブ, bōizu rabu) and its abbreviation BL (ビーエル, bīeru), is a genre of fictional media originating in Japan that features homoerotic relationships between male characters.[a] It is typically created by women for women and is distinct from homoerotic media marketed to gay men, but it does also attract a male audience and can be produced by male creators. It spans a wide range of media, including manga, anime, drama CDs, novels, video games, television series, films, and fan works. ""Boys' love"" and ""BL"" are the generic terms for this kind of media in Japan and much of Asia; though the terms are used by some fans and commentators in the West, yaoi remains more generally prevalent in English.
","Yaoi (/ˈjaʊi/; Japanese: やおい [ja.o.i]), also known by the wasei-eigo construction boys' love (ボーイズ ラブ, bōizu rabu) and its abbreviation BL (ビーエル, bīeru), is a genre of fictional media originating in Japan that features homoerotic relationships between male characters.[a] It is typically created by women for women and is distinct from homoerotic media marketed to gay men, but it does also attract a male audience and can be produced by male creators. It spans a wide range of media, including manga, anime, drama CDs, novels, video games, television series, films, and fan works. ""Boys' love"" and ""BL"" are the generic terms for this kind of media in Japan and much of Asia; though the terms are used by some fans and commentators in the West, yaoi remains more generally prevalent in English.
",https://en.wikipedia.org/wiki/Yaoi
830,Yuri (genre) - Wikipedia,"Yuri (Japanese: 百合, lit. ""lily""), also known by the wasei-eigo construction girls' love (ガールズラブ, gāruzu rabu), is a genre of Japanese media focusing on intimate relationships between female characters. While lesbianism is a commonly associated theme, the genre is also inclusive of works depicting emotional and spiritual relationships between women that are not necessarily romantic or sexual in nature. Yuri is most commonly associated with anime and manga, though the term has also been used to describe video games, light novels, and literature.
","Yuri (Japanese: 百合, lit. ""lily""), also known by the wasei-eigo construction girls' love (ガールズラブ, gāruzu rabu), is a genre of Japanese media focusing on intimate relationships between female characters. While lesbianism is a commonly associated theme, the genre is also inclusive of works depicting emotional and spiritual relationships between women that are not necessarily romantic or sexual in nature. Yuri is most commonly associated with anime and manga, though the term has also been used to describe video games, light novels, and literature.
",https://en.wikipedia.org/wiki/Yuri_(genre)
831,Luchador films - Wikipedia,"One of the most well-known Mexican luchador film stars was El Santo (Rodolfo Guzman Huerta), who starred in 52 films. Luis Enrique Vergara, the producer of the Santo movies and Mil Máscaras films, also created a Blue Demon series, similar to the stories then appearing in the weekly Mexican comic books. Blue Demon starred in 25 Lucha films. Vergara produced and at times wrote the scripts. He would cast beautiful, sensuous and well-built actresses in the movies, such as Altia Michel and Isela Vega as a foil to complement the masculinity of the superheroes.
","One of the most well-known Mexican luchador film stars was El Santo (Rodolfo Guzman Huerta), who starred in 52 films. Luis Enrique Vergara, the producer of the Santo movies and Mil Máscaras films, also created a Blue Demon series, similar to the stories then appearing in the weekly Mexican comic books. Blue Demon starred in 25 Lucha films. Vergara produced and at times wrote the scripts. He would cast beautiful, sensuous and well-built actresses in the movies, such as Altia Michel and Isela Vega as a foil to complement the masculinity of the superheroes.
",https://en.wikipedia.org/wiki/Luchador_films
832,Magical girl - Wikipedia,"Magical girl (Japanese: 魔法少女, Hepburn: mahō shōjo) is a subgenre of Japanese fantasy media (including anime, manga, light novels, and live-action media) centered around young girls who possess magical abilities, which they typically use through an ideal alter ego into which they can transform.[1][2]
","Magical girl (Japanese: 魔法少女, Hepburn: mahō shōjo) is a subgenre of Japanese fantasy media (including anime, manga, light novels, and live-action media) centered around young girls who possess magical abilities, which they typically use through an ideal alter ego into which they can transform.[1][2]
",https://en.wikipedia.org/wiki/Magical_girl
833,Martial arts film - Wikipedia,"Asian films are known to have a more minimalist approach to film based on their culture. Some martial arts films have only a minimal plot and amount of character development and focus almost exclusively on the action, while others have more creative and complex plots and characters along with action scenes.[4] Films of the latter type are generally considered to be artistically superior films, but many films of the former type are commercially successful and well received by fans of the genre.[5][6] One of the earliest Hollywood movies to employ the use of martial arts was the 1955 film Bad Day at Black Rock, though the scenes of Spencer Tracy performed barely any realistic fight sequences, but composed mostly of soft knifehand strikes.[7][8][9][10]
","Asian films are known to have a more minimalist approach to film based on their culture. Some martial arts films have only a minimal plot and amount of character development and focus almost exclusively on the action, while others have more creative and complex plots and characters along with action scenes.[4] Films of the latter type are generally considered to be artistically superior films, but many films of the former type are commercially successful and well received by fans of the genre.[5][6] One of the earliest Hollywood movies to employ the use of martial arts was the 1955 film Bad Day at Black Rock, though the scenes of Spencer Tracy performed barely any realistic fight sequences, but composed mostly of soft knifehand strikes.[7][8][9][10]
",https://en.wikipedia.org/wiki/Martial_arts_film
